"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
64034,9/30/2016 0:00:00,18262,"GREATER KINSTON",688,11/15/2009 0:00:00,208000,"Other","NORTH CAROLINA MINORITY SUPPORT","Not Collected"
64034,9/30/2016 0:00:00,18262,"GREATER KINSTON",689,7/30/2010 0:00:00,260000,"Other","NC MINORITY SUPPORT CENETER","Not Collected"
64034,9/30/2016 0:00:00,18262,"GREATER KINSTON",690,10/1/2010 0:00:00,597000,"Community Development Financial Institutions Fund",,"Not Collected"
64034,9/30/2016 0:00:00,18262,"GREATER KINSTON",691,8/15/2011 0:00:00,94692,"Other","THE SUPPORT CENTER","Not Collected"
64049,9/30/2016 0:00:00,18277,"DUPACO COMMUNITY",5028,2/26/2016 0:00:00,7500,"Other","Office of Small Credit Union Initiatives","Program Grant"
64062,9/30/2016 0:00:00,18290,"SABATTUS REGIONAL",4576,9/18/2015 0:00:00,3000,"Other","OSCUI","Program Grant"
64067,9/30/2016 0:00:00,18295,"FAMILY COMMUNITY",5198,2/4/2016 0:00:00,2500,"Other","Iowa Credit Union Foundation","Program Grant"
64122,9/30/2016 0:00:00,18350,"VALLEY OAK",1844,8/15/2012 0:00:00,25000,"Community Development Financial Institutions Fund",,"Not Collected"
64144,9/30/2016 0:00:00,18372,"WORCESTER",5407,7/25/2016 0:00:00,7000,"NCUA Technical Assistance Program",,"Program Grant"
64166,9/30/2016 0:00:00,18394,"MARION AND POLK SCHOOLS",772,6/30/2010 0:00:00,5000,"Other","Oregon Credit Union Foundation","Program Grant"
64166,9/30/2016 0:00:00,18394,"MARION AND POLK SCHOOLS",4009,8/7/2014 0:00:00,5000,"National Credit Union Foundation",,"Program Grant"
64166,9/30/2016 0:00:00,18394,"MARION AND POLK SCHOOLS",4456,6/11/2015 0:00:00,5000,"National Credit Union Foundation",,"Program Grant"
64222,9/30/2016 0:00:00,18450,"SOUTH CENTRAL MISSOURI",3405,9/24/2013 0:00:00,100000,"Other","U.S. Dept of Treasury Community Development Financial Institutions Fund","Program Grant"
64252,9/30/2016 0:00:00,18480,"FELLOWSHIP BAPTIST CHURCH",681,4/18/2008 0:00:00,2400,"Other","ILLINOIS CREDIT UNION FOUNDATION","Not Collected"
64252,9/30/2016 0:00:00,18480,"FELLOWSHIP BAPTIST CHURCH",4834,5/20/2015 0:00:00,100000,"Other","Illinois Credit Union League","Program Grant"
64282,9/30/2016 0:00:00,18510,"NORTH WESTERN EMPLOYEES",4277,1/8/2015 0:00:00,1000,"Other","Iowa Credit Union League","Program Grant"
64283,9/30/2016 0:00:00,18511,"RIVER REGION",4049,8/26/2014 0:00:00,1763700,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
64308,9/30/2016 0:00:00,18536,"VILLAGE",3482,12/31/2012 0:00:00,3000,"Other","Iowa Credit Union Foundation","Program Grant"
64380,9/30/2016 0:00:00,18608,"DES MOINES METRO",4887,7/31/2015 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
64380,9/30/2016 0:00:00,18608,"DES MOINES METRO",4888,7/31/2015 0:00:00,750,"NCUA Technical Assistance Program",,"Program Grant"
64417,9/30/2016 0:00:00,18645,"SIOUX VALLEY COMMUNITY",4769,4/21/2016 0:00:00,9993,"Other","NCUA Office of Small Credit Unions (CDRLF)","Program Grant"
64418,9/30/2016 0:00:00,18646,"VERIDIAN",4858,10/1/2015 0:00:00,150000,"Other","Assets for Indepencence Grant for IDA's","Program Grant"
64460,9/30/2016 0:00:00,18688,"FAIRMONT VILLAGE",3519,8/27/2013 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
64460,9/30/2016 0:00:00,18688,"FAIRMONT VILLAGE",5328,7/28/2016 0:00:00,4000,"Other","NCUA","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",3704,4/7/2014 0:00:00,169,"Other","Minnesota Credit Union Network","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",3705,3/12/2014 0:00:00,169,"Other","Minnesota Credit Union Network","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",3706,2/25/2014 0:00:00,1000,"Other","Minnesota Credit Union Network","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",3888,5/12/2014 0:00:00,162,"Other","Minnesota Credit Union Network","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",4444,4/3/2015 0:00:00,338,"Other","Minnesota Credit Union Network","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",4616,8/27/2015 0:00:00,162,"Other","Minnesota Credit Union Network","Program Grant"
64518,9/30/2016 0:00:00,18746,"MOWER COUNTY EMPLOYEES",5015,3/9/2016 0:00:00,500,"Other","Minnesota Credit Union Network","Program Grant"
64543,9/30/2016 0:00:00,18771,"CITY OF UKIAH EMPLOYEES",3609,9/1/2013 0:00:00,5000,"Other","California Credit Union League","Program Grant"
64655,9/30/2016 0:00:00,18883,"NORTHERN COMMUNITIES",5016,3/17/2016 0:00:00,1000,"National Credit Union Foundation",,"Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",705,10/3/2009 0:00:00,12800,"NCUA Technical Assistance Program",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",706,8/13/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",707,8/25/2010 0:00:00,7072,"NCUA Technical Assistance Program",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",708,3/23/2011 0:00:00,15000,"Other","Catholic Charities - CES III","Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",709,6/30/2011 0:00:00,5000,"National Credit Union Foundation",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",710,6/30/2011 0:00:00,30000,"National Federation of Community Development CUs",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",711,6/30/2011 0:00:00,45000,"Other","CCHD - Catholic Campaign for Human Development","Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",712,7/15/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",713,7/18/2011 0:00:00,93044,"Community Development Financial Institutions Fund",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",714,9/1/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",715,10/6/2011 0:00:00,10912,"National Credit Union Foundation",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",2256,6/30/2012 0:00:00,65000,"Other","Catholic Campaign for Human Development","Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",3329,6/30/2013 0:00:00,6000,"National Federation of Community Development CUs",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",3330,6/30/2013 0:00:00,75000,"Other","Catholic Campaign for Human Development","Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",3331,6/1/2013 0:00:00,8600,"National Credit Union Foundation",,"Not Collected"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",3464,8/25/2013 0:00:00,1200,"NCUA Technical Assistance Program",,"Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",4192,10/1/2014 0:00:00,6000,"National Federation of Community Development CUs",,"Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",4384,3/31/2015 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",4540,5/18/2015 0:00:00,16000,"Other","Catholic Diocese of Kansas City-St. Joseph","Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",4783,8/1/2015 0:00:00,12000,"National Federation of Community Development CUs",,"Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",5049,3/31/2016 0:00:00,10000,"Other","Catholic Diocese of Kansas City St. Joe","Program Grant"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",5050,3/31/2016 0:00:00,1000,"Other","Visitation Parish","Capital- unrestricted donation to equity"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",5158,5/31/2016 0:00:00,5000,"Other","Tangible Love Fund","Subsidy for Risk or ALL"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",5159,5/1/2016 0:00:00,1000,"Other","Visitation Parish","Subsidy for Risk or ALL"
64690,9/30/2016 0:00:00,18918,"HOLY ROSARY",5160,5/1/2016 0:00:00,1500,"National Federation of Community Development CUs",,"Capital- unrestricted donation to equity"
64691,9/30/2016 0:00:00,18919,"JOPLIN METRO",3532,9/24/2013 0:00:00,85000,"Community Development Financial Institutions Fund",,"Program Grant"
64709,9/30/2016 0:00:00,18937,"NORTHEAST REGIONAL",4249,8/26/2014 0:00:00,122300,"Community Development Financial Institutions Fund",,"Program Grant"
64880,9/30/2016 0:00:00,19108,"COMMUNITY CHOICE",3809,3/13/2014 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
64948,9/30/2016 0:00:00,19176,"ROCKFORD POSTAL EMPLOYEES",4866,12/14/2015 0:00:00,200000,"Other","Illinois Credit Union League","Program Grant"
64970,9/30/2016 0:00:00,19198,"UNIVERSAL 1",702,3/31/2009 0:00:00,10516,"Other","Ohio Credit Union League Foundation","Not Collected"
64991,9/30/2016 0:00:00,19219,"QUAKER OATS",5126,1/25/2016 0:00:00,1500,"Other","IOWA CREDIT UNION FOUNDATION","Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",3103,10/2/2012 0:00:00,313606,"Community Development Financial Institutions Fund",,"Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",3289,6/5/2013 0:00:00,8000,"National Credit Union Foundation",,"Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",3490,8/30/2013 0:00:00,69985,"Other","United Way","Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",3737,8/15/2013 0:00:00,5000,"Other","Wayne County Foundation Grant","Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",4514,6/2/2015 0:00:00,9000,"National Credit Union Foundation",,"Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",4935,7/1/2015 0:00:00,10000,"Other","Office of Small Credit Union Initiatives - OSCUI","Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",4958,11/5/2015 0:00:00,2500,"Other","Wayne Co Foundation","Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",4959,9/30/2015 0:00:00,2000,"Other","Indiana Credit Union League Fondation","Pass Through"
65208,9/30/2016 0:00:00,19436,"NATCO",4960,4/24/2015 0:00:00,62000,"Other","United Way","Pass Through"
65208,9/30/2016 0:00:00,19436,"NATCO",4961,2/1/2015 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
65208,9/30/2016 0:00:00,19436,"NATCO",5166,5/31/2016 0:00:00,6000,"National Credit Union Foundation",,"Program Grant"
65230,9/30/2016 0:00:00,19458,"PARISH MEMBERS",3098,4/21/2012 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
65230,9/30/2016 0:00:00,19458,"PARISH MEMBERS",4533,4/28/2015 0:00:00,1500,"Association of Credit Union Leagues",,"Program Grant"
65230,9/30/2016 0:00:00,19458,"PARISH MEMBERS",5130,5/10/2016 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
65231,9/30/2016 0:00:00,19459,"PILGRIM BAPTIST",743,4/14/2011 0:00:00,2475,"Association of Credit Union Leagues",,"Not Collected"
65231,9/30/2016 0:00:00,19459,"PILGRIM BAPTIST",3656,12/9/2013 0:00:00,1100,"Association of Credit Union Leagues",,"Pass Through"
65231,9/30/2016 0:00:00,19459,"PILGRIM BAPTIST",4546,6/5/2015 0:00:00,910,"Association of Credit Union Leagues",,"Program Grant"
65388,9/30/2016 0:00:00,19616,"COMMUNITY C.U. OF SO. HUMBOLDT",546,7/18/2011 0:00:00,250258,"Community Development Financial Institutions Fund",,"Not Collected"
65452,9/30/2016 0:00:00,19680,"PERU MUNICIPAL",1911,8/25/2012 0:00:00,2500,"Association of Credit Union Leagues",,"Not Collected"
65452,9/30/2016 0:00:00,19680,"PERU MUNICIPAL",4486,3/31/2015 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
65452,9/30/2016 0:00:00,19680,"PERU MUNICIPAL",4612,8/14/2015 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
65470,9/30/2016 0:00:00,19698,"EAST CENTRAL MISSISSIPPI",5417,7/25/2016 0:00:00,15000,"National Credit Union Foundation",,"Program Grant"
65471,9/30/2016 0:00:00,19699,"GUADALUPE PARISH",2152,8/15/2012 0:00:00,18513,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,9/30/2016 0:00:00,19699,"GUADALUPE PARISH",3618,8/15/2013 0:00:00,15000,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,9/30/2016 0:00:00,19699,"GUADALUPE PARISH",5341,7/25/2016 0:00:00,7200,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65484,9/30/2016 0:00:00,19712,"ST. JUDE",3601,11/22/2013 0:00:00,1100,"Other","Illinois Credit Union League","Program Grant"
65484,9/30/2016 0:00:00,19712,"ST. JUDE",4743,8/14/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65659,9/30/2016 0:00:00,19883,"MICHOUD",3936,3/12/2014 0:00:00,4000,"National Credit Union Foundation",,"Program Grant"
65689,9/30/2016 0:00:00,19913,"PEARL MUNICIPAL",4303,3/13/2015 0:00:00,7500,"Other","OSCUI New Product","Program Grant"
65760,9/30/2016 0:00:00,19983,"IRSE",3400,8/16/2013 0:00:00,1325,"Other","Illinois Credit Union Foundation","Program Grant"
65774,9/30/2016 0:00:00,19997,"TEACHERS",4865,9/1/2015 0:00:00,2000,"Other","CORNERSTONE CREDIT UNION LEAGUE","Program Grant"
65840,9/30/2016 0:00:00,20063,"I.B.E.W. LOCAL #146",3608,11/19/2013 0:00:00,2000,"Other","Illinois Credit Union League","Program Grant"
65840,9/30/2016 0:00:00,20063,"I.B.E.W. LOCAL #146",4886,12/1/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65841,9/30/2016 0:00:00,20064,"DECATUR POSTAL",777,9/13/2011 0:00:00,1500,"Other","Illinois Credit Union League foundation","Not Collected"
65841,9/30/2016 0:00:00,20064,"DECATUR POSTAL",4460,4/28/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65858,9/30/2016 0:00:00,20081,"MOUNTAIN GEM",5384,7/25/2016 0:00:00,6495,"Other","OSCUI","Program Grant"
65906,9/30/2016 0:00:00,20129,"AURORA POSTAL EMPLOYEES",4006,1/8/2014 0:00:00,2000,"Other","Il. Credit Union League","Program Grant"
65995,9/30/2016 0:00:00,20218,"MERCER",1849,8/21/2012 0:00:00,2500,"Other","Il Credit Union Foundation","Not Collected"
66012,9/30/2016 0:00:00,20235,"COMMUNITY CHOICE",3673,8/27/2013 0:00:00,4479,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
66012,9/30/2016 0:00:00,20235,"COMMUNITY CHOICE",4547,6/1/2015 0:00:00,4626,"National Credit Union Foundation",,"Program Grant"
66012,9/30/2016 0:00:00,20235,"COMMUNITY CHOICE",4548,5/1/2015 0:00:00,13000,"Other","Mountain West CU Association","Program Grant"
66012,9/30/2016 0:00:00,20235,"COMMUNITY CHOICE",4549,4/1/2015 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
66012,9/30/2016 0:00:00,20235,"COMMUNITY CHOICE",5482,7/25/2016 0:00:00,15000,"National Credit Union Foundation",,"Program Grant"
66149,9/30/2016 0:00:00,20372,"GUADALUPE",3141,8/15/2012 0:00:00,10000,"National Credit Union Foundation",,"Program Grant"
66149,9/30/2016 0:00:00,20372,"GUADALUPE",3142,8/6/2012 0:00:00,253806,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66149,9/30/2016 0:00:00,20372,"GUADALUPE",3484,9/24/2013 0:00:00,597000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66149,9/30/2016 0:00:00,20372,"GUADALUPE",4060,8/29/2014 0:00:00,1000000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66149,9/30/2016 0:00:00,20372,"GUADALUPE",4907,11/1/2015 0:00:00,6000,"National Credit Union Foundation",,"Program Grant"
66155,9/30/2016 0:00:00,20378,"PEOPLES",3419,7/8/2013 0:00:00,2700,"Association of Credit Union Leagues",,"Program Grant"
66252,9/30/2016 0:00:00,20475,"QUESTA",718,4/9/2010 0:00:00,5132,"NCUA Technical Assistance Program",,"Not Collected"
66252,9/30/2016 0:00:00,20475,"QUESTA",3702,3/10/2014 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
66252,9/30/2016 0:00:00,20475,"QUESTA",3964,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
66252,9/30/2016 0:00:00,20475,"QUESTA",5289,7/25/2016 0:00:00,2000,"Other","OSCUI","Program Grant"
66258,9/30/2016 0:00:00,20481,"SELF-HELP",717,9/27/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66270,9/30/2016 0:00:00,20493,"ARCHER COOPERATIVE",4164,7/21/2014 0:00:00,13600,"Other","Merrick Foundation","Program Grant"
66270,9/30/2016 0:00:00,20493,"ARCHER COOPERATIVE",4732,3/23/2015 0:00:00,2000,"Other","Merrick Foundation","Program Grant"
66296,9/30/2016 0:00:00,20519,"ST. HELENA PARISH",3636,12/4/2013 0:00:00,1200,"Association of Credit Union Leagues",,"Program Grant"
66300,9/30/2016 0:00:00,20523,"IMPERIAL",2341,11/18/2011 0:00:00,500,"Other","ILLINOIS CREDIT UNION FOUNDATION","Not Collected"
66310,9/30/2016 0:00:00,20533,"STATE EMPLOYEES'",3429,10/1/2012 0:00:00,233000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,9/30/2016 0:00:00,20533,"STATE EMPLOYEES'",3584,10/31/2013 0:00:00,240000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,9/30/2016 0:00:00,20533,"STATE EMPLOYEES'",4215,9/3/2014 0:00:00,250000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,9/30/2016 0:00:00,20533,"STATE EMPLOYEES'",4729,9/4/2015 0:00:00,251500,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,9/30/2016 0:00:00,20533,"STATE EMPLOYEES'",5248,9/15/2016 0:00:00,361142,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66333,9/30/2016 0:00:00,20555,"DESTINATIONS CREDIT UNION",555,5/10/2013 0:00:00,750,"Other","Credit Union Foundation of MD & DC, Inc","Program Grant"
66333,9/30/2016 0:00:00,20555,"DESTINATIONS CREDIT UNION",4239,7/24/2014 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
66333,9/30/2016 0:00:00,20555,"DESTINATIONS CREDIT UNION",4387,3/20/2015 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
66333,9/30/2016 0:00:00,20555,"DESTINATIONS CREDIT UNION",5223,1/27/2016 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
66337,9/30/2016 0:00:00,20559,"INDUSTRIAL CU OF WHATCOM COUNTY",719,9/26/2011 0:00:00,1500000,"Other","Deptartment of US Treasury (CDFI)","Program Grant"
66337,9/30/2016 0:00:00,20559,"INDUSTRIAL CU OF WHATCOM COUNTY",4213,12/23/2014 0:00:00,1996000,"Community Development Financial Institutions Fund",,"Program Grant"
66357,9/30/2016 0:00:00,20579,"DELTA COMMUNITY",720,4/16/2008 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66357,9/30/2016 0:00:00,20579,"DELTA COMMUNITY",721,7/20/2009 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66357,9/30/2016 0:00:00,20579,"DELTA COMMUNITY",722,8/6/2009 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66370,9/30/2016 0:00:00,20592,"SCOTT",3623,2/13/2013 0:00:00,1500,"Other","AFFN","Pass Through"
66370,9/30/2016 0:00:00,20592,"SCOTT",3786,3/10/2014 0:00:00,1500,"Other","AFFN","Pass Through"
66370,9/30/2016 0:00:00,20592,"SCOTT",4325,3/1/2015 0:00:00,1500,"Other","AFFN","Pass Through"
66370,9/30/2016 0:00:00,20592,"SCOTT",5073,3/1/2016 0:00:00,1500,"Other","AFFN","Pass Through"
66406,9/30/2016 0:00:00,20628,"LA CROSSE-BURLINGTON",1842,7/26/2012 0:00:00,4500,"Other","Wisconsin Credit Union Foundation","Not Collected"
66406,9/30/2016 0:00:00,20628,"LA CROSSE-BURLINGTON",4075,7/17/2014 0:00:00,2750,"Other","Wisconsin Credit Union Foundation","Program Grant"
66406,9/30/2016 0:00:00,20628,"LA CROSSE-BURLINGTON",5399,7/21/2016 0:00:00,5000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66474,9/30/2016 0:00:00,20696,"OSHKOSH TRUCK",4797,8/14/2015 0:00:00,8000,"Other","Wisconsin Credit Union League Foundation","Program Grant"
66511,9/30/2016 0:00:00,20733,"KENOSHA CITY EMPLOYEES",5279,7/21/2016 0:00:00,3500,"Association of Credit Union Leagues",,"Program Grant"
66597,9/30/2016 0:00:00,20819,"POLISH NATIONAL",4428,7/3/2015 0:00:00,139100,"Other","Workforce Training Fund Grant Executive Office of labor and Workforce Development Commonwealth of Massachusetts","Program Grant"
66597,9/30/2016 0:00:00,20819,"POLISH NATIONAL",5075,3/9/2016 0:00:00,9983,"Other","Office of Small Credit Union Initiatives","Program Grant"
66637,9/30/2016 0:00:00,20859,"BREWERY",780,10/18/2010 0:00:00,600000,"National Federation of Community Development CUs",,"Not Collected"
66637,9/30/2016 0:00:00,20859,"BREWERY",781,11/3/2010 0:00:00,2500,"NCUA Technical Assistance Program",,"Not Collected"
66637,9/30/2016 0:00:00,20859,"BREWERY",4840,7/30/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
66640,9/30/2016 0:00:00,20862,"TRI-COUNTY",4701,7/24/2015 0:00:00,5000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66733,9/30/2016 0:00:00,20955,"NEW BEDFORD",5025,4/7/2016 0:00:00,10000,"National Credit Union Foundation",,"Program Grant"
66734,9/30/2016 0:00:00,20956,"NORTH COAST",4646,6/30/2015 0:00:00,10000,"Other","Northwest Area Foundation","Program Grant"
66734,9/30/2016 0:00:00,20956,"NORTH COAST",4843,7/31/2015 0:00:00,8000,"NCUA Technical Assistance Program",,"Program Grant"
66755,9/30/2016 0:00:00,20977,"ST. AGNES EMPLS.",5413,7/21/2016 0:00:00,2009,"Other","Wisconsin Credit Union Foundation","Program Grant"
66763,9/30/2016 0:00:00,20985,"THE LABOR",5293,7/19/2016 0:00:00,1100,"Other","Wisconsin CU Foundation","Program Grant"
66779,9/30/2016 0:00:00,21001,"OSHKOSH COMMUNITY",4208,7/17/2014 0:00:00,1500,"Other","WI Credit Union Foundation","Program Grant"
66787,9/30/2016 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",2257,7/27/2012 0:00:00,2500,"National Federation of Community Development CUs",,"Not Collected"
66819,9/30/2016 0:00:00,21041,"ATHOL",3931,1/16/2014 0:00:00,13250,"National Credit Union Foundation",,"Program Grant"
66819,9/30/2016 0:00:00,21041,"ATHOL",4245,8/1/2014 0:00:00,2500,"National Credit Union Foundation",,"Program Grant"
66827,9/30/2016 0:00:00,21049,"ABBEY",5442,9/6/2016 0:00:00,4900,"Other","Ohio Credit Union Foundation","Program Grant"
66827,9/30/2016 0:00:00,21049,"ABBEY",5443,9/6/2016 0:00:00,2325,"Other","Ohio Credit Union Foundation","Program Grant"
66834,9/30/2016 0:00:00,21056,"ROYAL",4735,9/10/2015 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
66834,9/30/2016 0:00:00,21056,"ROYAL",4736,5/15/2015 0:00:00,4000,"Other","MNCUN","Program Grant"
66835,9/30/2016 0:00:00,21057,"DAY AIR",4499,5/29/2015 0:00:00,1921,"Other","The Ohio Credit Union Foundation (OCUF)","Program Grant"
66835,9/30/2016 0:00:00,21057,"DAY AIR",4772,8/6/2015 0:00:00,3474,"Other","Ohio Credit Union Foundation","Program Grant"
66848,9/30/2016 0:00:00,21070,"COVANTAGE",799,7/18/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Program Grant"
66848,9/30/2016 0:00:00,21070,"COVANTAGE",4231,8/19/2014 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
66848,9/30/2016 0:00:00,21070,"COVANTAGE",4615,9/10/2015 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
66848,9/30/2016 0:00:00,21070,"COVANTAGE",5037,3/28/2016 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
66857,9/30/2016 0:00:00,21079,"GERMANIA",3459,6/20/2013 0:00:00,1500,"Other","Cornerstone Credit Union Foundation","Program Grant"
66857,9/30/2016 0:00:00,21079,"GERMANIA",4479,6/24/2015 0:00:00,1250,"Other","Cornerstone Credit Union Foundation","Program Grant"
67000,9/30/2016 0:00:00,21221,"BROKAW",4092,7/17/2014 0:00:00,1500,"Other","WI Credit Union Foundation","Program Grant"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",725,9/11/2009 0:00:00,6800,"Other","Utah League of Credit Unions","Not Collected"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",726,10/15/2010 0:00:00,3718,"NCUA Technical Assistance Program",,"Not Collected"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",727,11/15/2010 0:00:00,1824,"NCUA Technical Assistance Program",,"Not Collected"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",728,10/15/2011 0:00:00,2000,"Other","Utah League of Credit Unions","Not Collected"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",729,11/4/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",3323,8/15/2012 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",4104,9/12/2014 0:00:00,1768,"NCUA Technical Assistance Program",,"Program Grant"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",4105,8/8/2014 0:00:00,21000,"Other","Industrial Bank","Capital- unrestricted donation to equity"
67128,9/30/2016 0:00:00,21349,"CITY CENTER",4106,3/20/2014 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
67129,9/30/2016 0:00:00,21350,"FREEDOM",730,2/10/2010 0:00:00,750,"Other","Utah League of Credit Unions Development Fund","Not Collected"
67129,9/30/2016 0:00:00,21350,"FREEDOM",731,7/15/2010 0:00:00,2150,"Other","Utah League of Credit Unions Development Fund","Not Collected"
67129,9/30/2016 0:00:00,21350,"FREEDOM",732,9/20/2010 0:00:00,4049,"Other","Utah Credit Union Association Credit Union Development Fund","Not Collected"
67160,9/30/2016 0:00:00,21381,"KINGS PEAK",4916,11/17/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
67173,9/30/2016 0:00:00,21394,"SUPERIOR CHOICE",3260,2/11/2013 0:00:00,5000,"Other","CU Answers","Not Collected"
