,artist,song,rating,location
905,Taylor Dayne,Tell It To My Heart (T-empo Remix),80,file://localhost/Users/adventure/Music/Compilations/Greatest%20Hits/13%20Tell%20It%20To%20My%20Heart%20(T-empo%20Remix).m4a
897,Taylor Dayne,With Every Beat Of My Heart,80,file://localhost/Users/adventure/Music/Compilations/Greatest%20Hits/05%20With%20Every%20Beat%20Of%20My%20Heart.m4a
3857,Tears for Fears,Everybody Wants to Rule the World,80,file://localhost/Users/adventure/Music/Music/Various%20Artists/I%20Want%20My%2080's%20Box!%20(Box%20Set)/03%20Everybody%20Wants%20to%20Rule%20the%20World.m4a
3859,Terry Davies,"Epilogue ( Beethoven Piano Concerto no 5 ""Emperor"" -II ) [Album Version]",80,file://localhost/Users/adventure/Music/Terry%20Davies/The%20King's%20Speech%20%5BInternational%20Version%5D/13%20Epilogue%20(%20Beethoven%20Piano%20Concerto%20no%205%20_Emperor_%20-II%20)%20%5BAlbum%20Version%5D.m4a
3858,Terry Davies,Speaking Unto Nations (Beethoven Symphony no 7 - II ) [Album Version],80,file://localhost/Users/adventure/Music/Terry%20Davies/The%20King's%20Speech%20%5BInternational%20Version%5D/12%20Speaking%20Unto%20Nations%20(Beethoven%20Symphony%20no%207%20-%20II%20)%20%5BAlbum%20Version%5D.m4a
3860,The Ant Buddies,The Ants Go Marching,80,file://localhost/Users/adventure/Music/The%20Ant%20Buddies/The%20Ant%20Bully%20(Music%20Inspired%20By%20the%20Motion%20Picture)/01%20The%20Ants%20Go%20Marching.mp3
3918,The Beatles,A Day In the Life,60,file://localhost/Users/adventure/Music/The%20Beatles/Sgt.%20Pepper's%20Lonely%20Hearts%20Club%20Band/13%20A%20Day%20In%20the%20Life.m4a
3886,The Beatles,A Hard Day's Night,80,file://localhost/Users/adventure/Music/The%20Beatles/A%20Hard%20Day's%20Night/01%20A%20Hard%20Day's%20Night.m4a
3865,The Beatles,A Hard Day's Night (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/06%20A%20Hard%20Day's%20Night%20(1).m4a
3926,The Beatles,All I've Got To Do,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/02%20All%20I've%20Got%20To%20Do.m4a
3927,The Beatles,All My Loving,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/03%20All%20My%20Loving.m4a
3932,The Beatles,All Together Now,80,file://localhost/Users/adventure/Music/The%20Beatles/Yellow%20Submarine/05%20All%20Together%20Now.m4a
3897,The Beatles,All You Need Is Love,80,file://localhost/Users/adventure/Music/The%20Beatles/Magical%20Mystery%20Tour/11%20All%20You%20Need%20Is%20Love.m4a
3877,The Beatles,All You Need Is Love (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/18%20All%20You%20Need%20Is%20Love%20(1).m4a
3935,The Beatles,All You Need Is Love - better,80,file://localhost/Users/adventure/Music/The%20Beatles/Yellow%20Submarine/12%20All%20You%20Need%20Is%20Love%20-%20better.m4a
3888,The Beatles,And I Love Her,80,file://localhost/Users/adventure/Music/The%20Beatles/A%20Hard%20Day's%20Night/05%20And%20I%20Love%20Her.m4a
3902,The Beatles,Baby It's You,80,file://localhost/Users/adventure/Music/The%20Beatles/Please%20Please%20Me/10%20Baby%20It's%20You.m4a
3934,The Beatles,Baby You're A Rich Man,80,file://localhost/Users/adventure/Music/The%20Beatles/Yellow%20Submarine/10%20Baby%20You're%20A%20Rich%20Man.m4a
3919,The Beatles,Birthday,80,file://localhost/Users/adventure/Music/The%20Beatles/White%20Album/01%20Birthday.m4a
3889,The Beatles,Can't Buy Me Love,80,file://localhost/Users/adventure/Music/The%20Beatles/A%20Hard%20Day's%20Night/07%20Can't%20Buy%20Me%20Love.m4a
3864,The Beatles,Can't Buy Me Love (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/05%20Can't%20Buy%20Me%20Love%20(1).m4a
3892,The Beatles,Carry That Weight,80,file://localhost/Users/adventure/Music/The%20Beatles/Abbey%20Road/15%20Carry%20That%20Weight.m4a
3890,The Beatles,Come Together,80,file://localhost/Users/adventure/Music/The%20Beatles/Abbey%20Road/01%20Come%20Together.m4a
3883,The Beatles,Come Together (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/25%20Come%20Together%20(1).m4a
3871,The Beatles,Day Tripper,80,file://localhost/Users/adventure/Music/The%20Beatles/1/12%20Day%20Tripper.m4a
3930,The Beatles,Devil In Her Heart,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/12%20Devil%20In%20Her%20Heart.m4a
3905,The Beatles,Drive My Car,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/01%20Drive%20My%20Car.m4a
3893,The Beatles,Eight Days A Week,80,file://localhost/Users/adventure/Music/The%20Beatles/Beatles%20For%20Sale/08%20Eight%20Days%20A%20Week.m4a
3867,The Beatles,Eight Days A Week (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/08%20Eight%20Days%20A%20Week%20(1).m4a
3875,The Beatles,Eleanor Rigby,80,file://localhost/Users/adventure/Music/The%20Beatles/1/16%20Eleanor%20Rigby.m4a
3903,The Beatles,For No One,80,file://localhost/Users/adventure/Music/The%20Beatles/Revolver/10%20For%20No%20One.m4a
3861,The Beatles,From Me To You,80,file://localhost/Users/adventure/Music/The%20Beatles/1/02%20From%20Me%20To%20You.m4a
3895,The Beatles,Get Back,60,file://localhost/Users/adventure/Music/The%20Beatles/Let%20It%20Be/12%20Get%20Back.m4a
3912,The Beatles,Girl,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/09%20Girl.m4a
3904,The Beatles,Got To Get you Into My Life,80,file://localhost/Users/adventure/Music/The%20Beatles/Revolver/13%20Got%20To%20Get%20you%20Into%20My%20Life.m4a
3878,The Beatles,"Hello, Goodbye",80,"file://localhost/Users/adventure/Music/The%20Beatles/1/19%20Hello,%20Goodbye.m4a"
3894,The Beatles,Help!,80,file://localhost/Users/adventure/Music/The%20Beatles/Help!/01%20Help!.m4a
3869,The Beatles,Help! (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/10%20Help!%20(1).m4a
3921,The Beatles,Helter Skelter,80,file://localhost/Users/adventure/Music/The%20Beatles/White%20Album/06%20Helter%20Skelter.m4a
3891,The Beatles,Here Comes The Sun,80,file://localhost/Users/adventure/Music/The%20Beatles/Abbey%20Road/07%20Here%20Comes%20The%20Sun.m4a
3880,The Beatles,Hey Jude,80,file://localhost/Users/adventure/Music/The%20Beatles/1/21%20Hey%20Jude.m4a
3866,The Beatles,I Feel Fine,80,file://localhost/Users/adventure/Music/The%20Beatles/1/07%20I%20Feel%20Fine.m4a
3898,The Beatles,I Saw Her Standing There,80,file://localhost/Users/adventure/Music/The%20Beatles/Please%20Please%20Me/01%20I%20Saw%20Her%20Standing%20There.m4a
3863,The Beatles,I Want To Hold Your Hand,80,file://localhost/Users/adventure/Music/The%20Beatles/1/04%20I%20Want%20To%20Hold%20Your%20Hand.m4a
3924,The Beatles,I Will,80,file://localhost/Users/adventure/Music/The%20Beatles/White%20Album/16%20I%20Will.m4a
3913,The Beatles,I'm Looking Through You,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/10%20I'm%20Looking%20Through%20You.m4a
3887,The Beatles,If I Fell,80,file://localhost/Users/adventure/Music/The%20Beatles/A%20Hard%20Day's%20Night/03%20If%20I%20Fell.m4a
3916,The Beatles,If I Needed Someone,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/13%20If%20I%20Needed%20Someone.m4a
3914,The Beatles,In My Life,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/11%20In%20My%20Life.m4a
3925,The Beatles,It Won't Be Long,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/01%20It%20Won't%20Be%20Long.m4a
3937,The Beatles,It's All Too Much,80,file://localhost/Users/adventure/Music/The%20Beatles/Yellow%20Submarine/15%20It's%20All%20Too%20Much.m4a
3879,The Beatles,Lady Madonna,60,file://localhost/Users/adventure/Music/The%20Beatles/1/20%20Lady%20Madonna.m4a
3884,The Beatles,Let It Be,80,file://localhost/Users/adventure/Music/The%20Beatles/1/26%20Let%20It%20Be.m4a
3901,The Beatles,Love Me Do,80,file://localhost/Users/adventure/Music/The%20Beatles/Please%20Please%20Me/08%20Love%20Me%20Do.m4a
3933,The Beatles,Lucy In The Sky With Diamonds - better,80,file://localhost/Users/adventure/Music/The%20Beatles/Yellow%20Submarine/06%20Lucy%20In%20The%20Sky%20With%20Diamonds%20-%20better.m4a
3910,The Beatles,Michelle,80,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/07%20Michelle.m4a
3899,The Beatles,Misery,60,file://localhost/Users/adventure/Music/The%20Beatles/Please%20Please%20Me/02%20Misery.m4a
3931,The Beatles,Money,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/14%20Money.m4a
3906,The Beatles,Norwegian Wood (This Bird Has Flown),60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/02%20Norwegian%20Wood%20(This%20Bird%20Has%20Flown).m4a
3936,The Beatles,Nowhere Man,80,file://localhost/Users/adventure/Music/The%20Beatles/Yellow%20Submarine/14%20Nowhere%20Man.m4a
3920,The Beatles,"Ob-La-Di, Ob-La-Da",80,"file://localhost/Users/adventure/Music/The%20Beatles/White%20Album/04%20Ob-La-Di,%20Ob-La-Da.m4a"
3873,The Beatles,Paperback Writer,60,file://localhost/Users/adventure/Music/The%20Beatles/1/14%20Paperback%20Writer.m4a
3896,The Beatles,Penny Lane,80,file://localhost/Users/adventure/Music/The%20Beatles/Magical%20Mystery%20Tour/09%20Penny%20Lane.m4a
3876,The Beatles,Penny Lane (1),80,file://localhost/Users/adventure/Music/The%20Beatles/1/17%20Penny%20Lane%20(1).m4a
3923,The Beatles,Piggies,80,file://localhost/Users/adventure/Music/The%20Beatles/White%20Album/12%20Piggies.m4a
3928,The Beatles,Please Mister Postman,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/07%20Please%20Mister%20Postman.m4a
3900,The Beatles,Please Please Me,80,file://localhost/Users/adventure/Music/The%20Beatles/Please%20Please%20Me/07%20Please%20Please%20Me.m4a
3922,The Beatles,Revolution 1,80,file://localhost/Users/adventure/Music/Music/The%20Beatles/White%20Album/08%20Revolution%201.m4a
3929,The Beatles,Roll Over Beethoven,80,file://localhost/Users/adventure/Music/The%20Beatles/With%20The%20Beatles/08%20Roll%20Over%20Beethoven.m4a
3917,The Beatles,Run For Your Life,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/14%20Run%20For%20Your%20Life.m4a
3862,The Beatles,She Loves You,80,file://localhost/Users/adventure/Music/The%20Beatles/1/03%20She%20Loves%20You.m4a
3882,The Beatles,Something,80,file://localhost/Users/adventure/Music/The%20Beatles/1/24%20Something.m4a
3881,The Beatles,The Ballad Of John And Yoko,80,file://localhost/Users/adventure/Music/The%20Beatles/1/23%20The%20Ballad%20Of%20John%20And%20Yoko.m4a
3885,The Beatles,The Long And Winding Road,60,file://localhost/Users/adventure/Music/The%20Beatles/1/27%20The%20Long%20And%20Winding%20Road.m4a
3909,The Beatles,The Word,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/06%20The%20Word.m4a
3908,The Beatles,Think For Yourself,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/05%20Think%20For%20Yourself.m4a
3868,The Beatles,Ticket To Ride,60,file://localhost/Users/adventure/Music/The%20Beatles/1/09%20Ticket%20To%20Ride.m4a
3915,The Beatles,Wait,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/12%20Wait.m4a
3872,The Beatles,We Can Work It Out,80,file://localhost/Users/adventure/Music/The%20Beatles/1/13%20We%20Can%20Work%20It%20Out.m4a
3911,The Beatles,What Goes On,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/08%20What%20Goes%20On.m4a
3874,The Beatles,Yellow Submarine,80,file://localhost/Users/adventure/Music/The%20Beatles/1/15%20Yellow%20Submarine.m4a
3870,The Beatles,Yesterday,80,file://localhost/Users/adventure/Music/The%20Beatles/1/11%20Yesterday.m4a
3907,The Beatles,You Won't See Me,60,file://localhost/Users/adventure/Music/The%20Beatles/Rubber%20Soul/03%20You%20Won't%20See%20Me.m4a
1119,The Big Yard Family,All We Need Is Love,60,file://localhost/Users/adventure/Music/Compilations/Now%20That's%20What%20I%20Call%20Christmas!%20(Disc%202)/2-14%20All%20We%20Need%20Is%20Love.m4a
787,The Blow Monkeys,You Don't Own Me,60,file://localhost/Users/adventure/Music/Compilations/Dirty%20Dancing/07%20You%20Don't%20Own%20Me.m4a
4387,The Book Of Mormon Original Broadway Cast,All-American Prophet,60,file://localhost/Users/adventure/Music/Music/The%20Book%20Of%20Mormon%20Original%20Broadway%20Cast/The%20Book%20Of%20Mormon_%20Original%20Broadway%20Cast%20Recording/07%20All-American%20Prophet.m4a
4386,The Book Of Mormon Original Broadway Cast,Hello!,60,file://localhost/Users/adventure/Music/Music/The%20Book%20Of%20Mormon%20Original%20Broadway%20Cast/The%20Book%20Of%20Mormon_%20Original%20Broadway%20Cast%20Recording/01%20Hello!.m4a
4390,The Book Of Mormon Original Broadway Cast,Joseph Smith American Moses,60,file://localhost/Users/adventure/Music/Music/The%20Book%20Of%20Mormon%20Original%20Broadway%20Cast/The%20Book%20Of%20Mormon_%20Original%20Broadway%20Cast%20Recording/15%20Joseph%20Smith%20American%20Moses.m4a
4389,The Book Of Mormon Original Broadway Cast,Man Up,60,file://localhost/Users/adventure/Music/Music/The%20Book%20Of%20Mormon%20Original%20Broadway%20Cast/The%20Book%20Of%20Mormon_%20Original%20Broadway%20Cast%20Recording/09%20Man%20Up.m4a
4388,The Book Of Mormon Original Broadway Cast,Sal Tlay Ka Siti,60,file://localhost/Users/adventure/Music/Music/The%20Book%20Of%20Mormon%20Original%20Broadway%20Cast/The%20Book%20Of%20Mormon_%20Original%20Broadway%20Cast%20Recording/08%20Sal%20Tlay%20Ka%20Siti.m4a
1437,The Brand New Heavies,World Keeps Spinning,60,file://localhost/Users/adventure/Music/Compilations/The%20Truth%20About%20Cats%20&#38;%20Dogs%20(Soundtrack)/12%20World%20Keeps%20Spinning.m4a
849,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),80,file://localhost/Users/adventure/Music/Music/Compilations/Forrest%20Gump/2-04%20Turn!%20Turn!%20Turn!%20(To%20Everything%20There%20Is%20A%20Season).m4a
1358,The Canadian Brass,Amazing Grace,80,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/14%20Amazing%20Grace.m4a
1355,The Canadian Brass,Beale Street Blues,60,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/08%20Beale%20Street%20Blues.m4a
1357,The Canadian Brass,Cannon Song,60,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/13%20Cannon%20Song.m4a
1354,The Canadian Brass,Concerto for Two Trumpets in C: 2. Largo,80,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/03%20Concerto%20for%20Two%20Trumpets%20in%20C_%202.%20Largo.m4a
1363,The Canadian Brass,The Saints' Hallelujah,80,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/21%20The%20Saints'%20Hallelujah.m4a
1360,The Canadian Brass,The Well-tampered Bach: Be-bop Bach,80,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/17%20The%20Well-tampered%20Bach_%20Be-bop%20Bach.m4a
1361,The Canadian Brass,The Well-tampered Bach: Blue Bach,80,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/18%20The%20Well-tampered%20Bach_%20Blue%20Bach.m4a
1362,The Canadian Brass,The Well-tampered Bach: Dixie Bach,80,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/19%20The%20Well-tampered%20Bach_%20Dixie%20Bach.m4a
1356,The Canadian Brass,"Theme, Interludes and Re-variations",60,"file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/10%20Theme,%20Interludes%20and%20Re-variations.m4a"
1359,The Canadian Brass,Tuba Tiger Rag,60,file://localhost/Users/adventure/Music/Compilations/The%20Essential%20Canadian%20Brass/15%20Tuba%20Tiger%20Rag.m4a
3958,The Cars,Bye Bye Love,80,file://localhost/Users/adventure/Music/The%20Cars/The%20Cars_%20Complete%20Greatest%20Hits/15%20Bye%20Bye%20Love.m4a
3959,The Cars,Dangerous Type,80,file://localhost/Users/adventure/Music/The%20Cars/The%20Cars_%20Complete%20Greatest%20Hits/16%20Dangerous%20Type.m4a
3944,The Cars,Drive,80,file://localhost/Users/adventure/Music/The%20Cars/Greatest%20Hits/04%20Drive.m4a
3942,The Cars,Everything You Say,80,file://localhost/Users/adventure/Music/The%20Cars/Door%20to%20Door/03%20Everything%20You%20Say.m4a
3943,The Cars,Good Times Roll,80,file://localhost/Users/adventure/Music/The%20Cars/Greatest%20Hits/03%20Good%20Times%20Roll.m4a
3946,The Cars,Hello Again,80,file://localhost/Users/adventure/Music/The%20Cars/Heartbeat%20City/06%20Hello%20Again.m4a
3945,The Cars,I'm Not the One,80,file://localhost/Users/adventure/Music/The%20Cars/Greatest%20Hits/05%20I'm%20Not%20the%20One.m4a
3938,The Cars,It's All I Can Do,80,file://localhost/Users/adventure/Music/The%20Cars/Candy-O/03%20It's%20All%20I%20Can%20Do.m4a
3954,The Cars,Just What I Needed,80,file://localhost/Users/adventure/Music/The%20Cars/The%20Cars/12%20Just%20What%20I%20Needed.m4a
3939,The Cars,Let's Go,80,file://localhost/Users/adventure/Music/The%20Cars/Candy-O/10%20Let's%20Go.m4a
3947,The Cars,Magic,80,file://localhost/Users/adventure/Music/The%20Cars/Heartbeat%20City/07%20Magic.m4a
3956,The Cars,Moving In Stereo,80,file://localhost/Users/adventure/Music/The%20Cars/The%20Cars/14%20Moving%20In%20Stereo.m4a
3952,The Cars,My Best Friend's Girl,80,file://localhost/Users/adventure/Music/The%20Cars/Rhino%20Hi-Five_%20The%20Cars%20-%20EP/12%20My%20Best%20Friend's%20Girl.m4a
3951,The Cars,Shake It Up,80,file://localhost/Users/adventure/Music/The%20Cars/Rhino%20Hi-Five_%20The%20Cars%20-%20EP/11%20Shake%20It%20Up.m4a
3940,The Cars,Since I Held You,80,file://localhost/Users/adventure/Music/The%20Cars/Candy-O/11%20Since%20I%20Held%20You.m4a
3953,The Cars,Since You're Gone,80,file://localhost/Users/adventure/Music/The%20Cars/Shake%20It%20Up/13%20Since%20You're%20Gone.m4a
3957,The Cars,Tonight She Comes,80,file://localhost/Users/adventure/Music/The%20Cars/The%20Cars_%20Complete%20Greatest%20Hits/01%20Tonight%20She%20Comes.m4a
3950,The Cars,Touch and Go,80,file://localhost/Users/adventure/Music/The%20Cars/Panorama/10%20Touch%20and%20Go.m4a
3949,The Cars,Why Can't I Have You,80,file://localhost/Users/adventure/Music/The%20Cars/Heartbeat%20City/09%20Why%20Can't%20I%20Have%20You.m4a
3941,The Cars,You Are the Girl,80,file://localhost/Users/adventure/Music/The%20Cars/Door%20to%20Door/02%20You%20Are%20the%20Girl.m4a
3948,The Cars,You Might Think,80,file://localhost/Users/adventure/Music/The%20Cars/Heartbeat%20City/08%20You%20Might%20Think.m4a
3955,The Cars,You're All I've Got Tonight,80,file://localhost/Users/adventure/Music/The%20Cars/The%20Cars/13%20You're%20All%20I've%20Got%20Tonight.m4a
1155,The Centurians,Zed's Dead Baby/Bullwinkle Part II,60,file://localhost/Users/adventure/Music/Compilations/Pulp%20Fiction/08%20Zed's%20Dead%20Baby_Bullwinkle%20Part%20II.m4a
762,The Charlie Daniels Band,The Devil Went Down To Georgia,80,file://localhost/Users/adventure/Music/Compilations/Coyote%20Ugly%20Soundtrack/09%20The%20Devil%20Went%20Down%20To%20Georgia.m4a
3960,The Charlie Daniels Band,The Devil Went Down to Georgia - essential,80,file://localhost/Users/adventure/Music/The%20Charlie%20Daniels%20Band/The%20Essential%20Charlie%20Daniels%20Band/01%20The%20Devil%20Went%20Down%20to%20Georgia%20-%20essential.m4p
3961,The Clash,London Calling,80,file://localhost/Users/adventure/Music/The%20Clash/Unknown%20Album/01%20London%20Calling.m4a
3962,The Click Five,Just the Girl,80,file://localhost/Users/adventure/Music/The%20Click%20Five/Just%20the%20Girl%20-%20Single/19%20Just%20the%20Girl.m4a
982,The Company,Finale,60,file://localhost/Users/adventure/Music/Compilations/Les%20Mise%CC%81rables/2-14%20Finale.m4a
973,The Company,One Day More,60,file://localhost/Users/adventure/Music/Compilations/Les%20Mise%CC%81rables/2-03%20One%20Day%20More.m4a
3966,The Corrs,Dreams (Tee's Radio Mix),80,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/04%20Dreams%20(Tee's%20Radio%20Mix).m4a
3971,The Corrs,Hopelessly Addicted,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/09%20Hopelessly%20Addicted.m4a
3968,The Corrs,I Never Loved You Anyway,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/06%20I%20Never%20Loved%20You%20Anyway.m4a
3974,The Corrs,Little Wing,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/12%20Little%20Wing.m4a
3973,The Corrs,No Good For Me,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/11%20No%20Good%20For%20Me.m4a
3964,The Corrs,Only When I Sleep,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/02%20Only%20When%20I%20Sleep.m4a
3969,The Corrs,Paddy McCarthy [Instrumental],60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/07%20Paddy%20McCarthy%20%5BInstrumental%5D.m4a
3970,The Corrs,Queen Of Hollywood,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/08%20Queen%20Of%20Hollywood.m4a
3967,The Corrs,Runaway (Tin Tin Out Remix),60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/05%20Runaway%20(Tin%20Tin%20Out%20Remix).m4a
3965,The Corrs,So Young (K-Klass Remix),80,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/03%20So%20Young%20(K-Klass%20Remix).m4a
3963,The Corrs,What Can I Do (Tin Tin Out Remix),80,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/01%20What%20Can%20I%20Do%20(Tin%20Tin%20Out%20Remix).m4a
3972,The Corrs,When He's Not Around,60,file://localhost/Users/adventure/Music/The%20Corrs/Talk%20On%20Corners%20(Special%20Edition)/10%20When%20He's%20Not%20Around.m4a
3999,The Cranberries,Bosnia,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/13%20Bosnia.m4a
3986,The Cranberries,Daffodil Lament,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/12%20Daffodil%20Lament.m4a
3982,The Cranberries,Disappointment,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/08%20Disappointment.m4a
3984,The Cranberries,Dreaming My Dreams,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/10%20Dreaming%20My%20Dreams.m4a
631,The Cranberries,Dreams,80,file://localhost/Users/adventure/Music/Compilations/Boys%20On%20The%20Side/07%20Dreams.m4a
3995,The Cranberries,Electric Blue,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/09%20Electric%20Blue.m4a
3979,The Cranberries,Empty,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/05%20Empty.m4a
3980,The Cranberries,Everything I Said,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/06%20Everything%20I%20Said.m4a
3992,The Cranberries,Forever Yellow Skies,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/06%20Forever%20Yellow%20Skies.m4a
3990,The Cranberries,Free To Decide,80,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/04%20Free%20To%20Decide.m4a
3988,The Cranberries,Hollywood,80,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/01%20Hollywood.m4a
3976,The Cranberries,I Can't Be With You,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/02%20I%20Can't%20Be%20With%20You.m4a
3994,The Cranberries,I Just Shot John Lennon,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/08%20I%20Just%20Shot%20John%20Lennon.m4a
3996,The Cranberries,I'm Still Remembering,80,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/10%20I'm%20Still%20Remembering.m4a
3981,The Cranberries,Icicle Melts,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/07%20Icicle%20Melts.m4a
3998,The Cranberries,Joe,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/12%20Joe.m4a
795,The Cranberries,Liar,80,file://localhost/Users/adventure/Music/Compilations/Empire%20Records/02%20Liar.m4a
3987,The Cranberries,No Need To Argue,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/13%20No%20Need%20To%20Argue.m4a
3975,The Cranberries,Ode To My Family,80,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/01%20Ode%20To%20My%20Family.m4a
3983,The Cranberries,Ridiculous Thoughts,80,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/09%20Ridiculous%20Thoughts.m4a
3989,The Cranberries,Salvation,80,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/02%20Salvation.m4a
3993,The Cranberries,The Rebels,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/07%20The%20Rebels.m4a
3977,The Cranberries,Twenty One,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/03%20Twenty%20One.m4a
3991,The Cranberries,War Child,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/05%20War%20Child.m4a
3997,The Cranberries,Will You Remember,60,file://localhost/Users/adventure/Music/The%20Cranberries/To%20The%20Faithful%20Departed/11%20Will%20You%20Remember.m4a
3985,The Cranberries,Yeat's Grave,60,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/11%20Yeat's%20Grave.m4a
3978,The Cranberries,Zombie,80,file://localhost/Users/adventure/Music/The%20Cranberries/No%20Need%20to%20Argue/04%20Zombie.m4a
4001,The Cure,A Forest (Acoustic Version),60,file://localhost/Users/adventure/Music/The%20Cure/Acoustic%20Hits/02%20A%20Forest%20(Acoustic%20Version).m4a
4000,The Cure,Boys Don't Cry (Acoustic Version),80,file://localhost/Users/adventure/Music/The%20Cure/Acoustic%20Hits/01%20Boys%20Don't%20Cry%20(Acoustic%20Version).m4a
4006,The Cure,Close To Me (Acoustic Version),80,file://localhost/Users/adventure/Music/The%20Cure/Acoustic%20Hits/07%20Close%20To%20Me%20(Acoustic%20Version).m4a
4016,The Cure,Cut Here (Acoustic Version),60,file://localhost/Users/adventure/Music/The%20Cure/Acoustic%20Hits/17%20Cut%20Here%20(Acoustic%20Version).m4a
